CODE #,CODE TYPE,NARRATIVE,M/F
5901,FG,IMPEDING FISH PASSAGE,M
14 28.65(A),CA,CA REG:ONE LINE 3 HOOKS,M
14 671(C)(5)(D)(2),CA,CA REG:POS RESTRICTD SPEC,M
14 1.74(B),CA,CA REG:STEELHEAD:W/O CARD,M
2300(A),FG,UNLAWFUL POSSESS CAULERPA,M
7120,FG,POSS UNLAWFUL DAILY LIMIT,M
3001,FG,HUNTING WHILE INTOXICATED,M
14 122(N),CA,CA REG:LOBSTER TRAP VIOL,M
2001(A),FG,POSS WILDLIFE ILLEGALLY,M
3682(A),FG,TAK UPLAND BIRD W/O STAMP,M
7370(A),FG,POSSESS/SALE/ETC STURGEON,M
8252,FG,SPINY LOBSTER -3.25 INCH,M
12012.5,FG,TAKE FISH PROT MARNE AREA,M
653O(B),PC,IMPORT/ETC DEAD CRC/ALGTR,M
4150(B),FG,TRAP FUR NONGM MAMMAL REC,M
4001,FG,TRAP FUR MAMMAL REC/COMRC,M
3513(A),FG,POSS MIGRATORY NONGM BIRD,M
4156(A),FG,HUNT/TRAP/TAKE A BOBCAT,M
653O(C),PC,POSS/SELL IGUAN/SKINK/ETC,M
14 4357,CA,OPERATE VEHICLE W/O LIC,M
2024(C),FG,UPRT/ETC DUDLEYA W/O PERM,M
2024(D),FG,SELL/POSS/ETC RMVD DUDLYA,M
5517(A)(1),FG,TAKE WHITE SHARK,M
5517(A)(2),FG,USE BAIT ATTRACT WHT SHRK,M
5517(A)(3),FG,PLC BAIT WHT SHRK PRESENT,M
5517(A)(4),FG,PLC BT WHT SHRK TO VIEW,M
3801.6(A),FG,POSS SKIN OF NONGAME BIRD,M
4004(A),FG,UNLAWFUL TRAPPING,M
4304(A),FG,WASTE GAME MAMMAL FLESH,M
5650(A)(4),FG,POLUT WATER:REFS/LME/SLG,M
5650(A)(6),FG,POLUT WATER:HAZ TO WLDLF,M
2009(A),FG,INTRFR W/SHOOT/HUNT/ETC,M
5508,FG,POSS BT FISH SZ/WGT UNDT,M
5509,FG,POSS UNKNOWN FISH,M
6596.1(A),FG,TK FISH W/O VLD SPORT LIC,M
7149.8(A),FG,TK ABLNE W/O LIC/RPRT CRD,M
7856(F),FG,VIO: SPEC FISH COMCL BOAT,M
7880(A),FG,VIO: FLR TO DISP REG NBR,M
7920,FG,VIO: PRC CM PSGR FISH LIC,M
8026(A),FG,FLR KEEP/SUB ACC FISH RCD,M
8035(A),FG,FL OBTN FISH WHLSLR LIC,M
8036(A),FG,FL OBTN FISH IMPRTR LIC,M
8257,FG,VIO:DSP PRMT NBR-LBST FSH,M
9001(A),FG,VIO:TRAP PRMT SUSP/REV,M
9003,FG,VIO SPEC:TRAP DSTRCTN DVC,M
9004,FG,FLR MNTN TRAPS-OVR 96HRS,M
3680(A),FG,TAKE RECOG RACING PIGEON,M
4004(B),FG,SET/MNTN TRAP W/O REG ID,M
4600(A),FG,KILL/POSS/ETC UNDOM BURRO,M
8670,FG,USE NET TK SALMN CRQNZ BR,M
10500(A),FG,TAKE/POSS BIRD/MML GM REF,M
10500(D),FG,TAKE/POSS BIRD WTRFWL REF,M
10500(E),FG,TK/POSS QL IN QUAIL REF,M
10500(G),FG,TK/POSS CLAM IN CLAM REF,M
6400,FG,PLC/ETC LIVE FSH W/O INSP,M
2080,FG,IMP/ETC PT/PROD ENDGR SPC,M
1059(A),FG,LIC AGNT FAIL/REF ACCOUNT,M
5653(C),FG,UNLW USE VAC DRDG-REST WT,M
2085,FG,VIO:CAND SPEC W/NOT,M
647(F),PC,DISRD CONDUCT:DRUG W/ALC,M
65000,ZZ,LOCAL ORDINANCE VIOL,M
8634,GC,EMERG CURFEW VIOLATION,M
186.22(A),PC,PARTICIPATE:CRIM ST GANG,F
566,PC,DESTROY DAIRY BRAND REG,F
432,PC,POSS BLNK LIC/POLL TX REC,F
8665,GC,STATE OF EMERGENCY VIOL,M
89031,EC,VIOL CSU MAINT/ETC RULES,M
978.5,PC,BENCH WARRANT:FTA:FELONY,F
978.5,PC,BENCH WARRANT:FTA:MISD,M
186.28(A),PC,SELL/ETC F/ARM:GANG ACTIV,M
186.28(A),PC,SEL/ETC F/ARM:GANG ACTIVE,F
186.22(A),PC,PARTICIPATE:CRIME ST GANG,M
18 473,US,POSS/ETC COUNTERFIT $/ETC,F
640.5(B)(1),PC,GRAFFITI:GOVT FAC/VEH:PR,M
640.5(C)(1),PC,GRAFITI:GOVT FAC/VEH:2+PR,M
152(A),PC,CONCL/ETC ACCIDENTL DEATH,M
186.26(A),PC,VIOL SOLICIT CRM ST GANG,F
186.33(A),PC,VIOL REG REQ:CRIM ST GANG,M
186.22(D),PC,CRIM ST GANG:PUB OFF CONV,M
186.22(D),PC,CRIM ST GANG:PUB OFF CONV,F
225.5(A),SH,VEND:HWY VISTA POINT/ETC,M
1460(B),SH,CHG ENCRCHMNT W/O PERMIT,M
1460(C),SH,SIGN ON HWY W/O PERMIT,M
11580,HS,VIOLATE ABATEMENT ORDER,M
186.22(B)(1),PC,PROMOTE/ETC CRIM ST GANG,F
640.6(B)(1),PC,GRAFITI:DAMAGE -$250:W/PR,M
245.6(D),PC,HAZING:RESULTS DEATH/SBI,F
245.6(D),PC,HAZING:RESULT DEATH/SBI,M
5 100003,CA,CA REG:NON-AFF CONSM ALCH,M
5 100004(A),CA,CA REG:VIOL APP GATHERING,M
5 100004(B),CA,CA REG:VIOL APP STRUCTURE,M
5 100004(C),CA,CA REG:VIOL APP AMP SOUND,M
5 100005(A),CA,CA REG:UNAUTH CAMP UNV PR,M
5 100006,CA,CA REG:VIOL COMM ACTIVITY,M
5 100007,CA,CA REG:VIOLATE CURFEW,M
5 100008,CA,CA REG:BRING DANGER MATRL,M
5 100009,CA,CA REG:VIOL ANIMAL RULES,M
5 100010,CA,CA REG:VIOL FIRE SAFETY,M
5 100011,CA,CA REG:VIOL NUDITY:UNV PR,M
5 100012,CA,CA REG:VIOL PASSAGE UNIV,M
5 100014(A),CA,CA REG:NON-AFF SIGN VIOL,M
5 100015,CA,CA REG:NON-AF POS DNG WPN,M
33211.6(A),PR,UNAUTHORIZED DUMPING,M
33211.6(C),PR,VIOLATION OF POSTED COND,M
5 42350.5(A),CA,CA REG:VIOL SOLICITATION,M
640(D)(3),PC,URINATE/ETC:PUB TRANSIT,M
640(D)(4),PC,BLOCK MOVEMNT:SYS FAC/VEH,M
133(A),HN,DISCHRG FUEL OIL IN WATER,M
640.7,PC,VANDALISM W/I 100 FT HWY,M
8670.64(A)(3),GC,KNWLY CAUSE OIL SPILL WTR,F
8670.64(C)(2)(D),GC,KNWLY FAIL CONTGNCY PLAN,F
186.26(B),PC,SOLICIT BY THREAT ST GANG,F
640(C)(1),PC,FAIL PAY PUB TRNST SYS PR,M
640(C)(2),PC,MISUSE PASS/ETC TRNST PR,M
640(C)(3)(A),PC,MISUSE TRNST SYS TICKT PR,M
653.1(A),PC,RLS ELECTR CONDCTV BALLON,M
653AA(A),PC,DSSMNT COMMERC RECORDING,M
653AA(B),PC,DSSMNT COMMERC RCRDNG MNR,I
653AA(B),PC,DSSMNT COMMERC RCRDNG MNR,M
18200,PC,FILE FLS GN VLNC RSTR ORD,M
91000(A),GC,VIOL POLITICAL REFORM ACT,M
6829.4(B)(1),PR,LESSEE FL COMPLY DEADLINE,M
4321(A),BP,KNWGLY VIOL PHARMACY PROV,M
9889.2,BP,VIOL AUTO REPAIR ACT,M
5008.1,PR,SMOKE ON STATE BEACH/PARK,I
1390,HS,WILFUL VIOL OF KNOX-KEENE,M
1390,HS,WILFUL VIOL OF KNOX-KEENE,F
9,FA,VIOL FOOD/AGRI PROVISION,M
245.6(A),PC,HAZING: WITHOUT SBI,M
42271(A),PR,PRVD SINGLE USE FOOD ACC,I
3132(B),PR,OPR INJECT CRBN DIOX WELL,M
21702(A),VC,TRANSP PERSN 10+ CONSC HR,M
21702(B),VC,TRANSP MERCH 12+ CONSC HR,M
21713,VC,OPR ARMORED VEH W/O LIC,M
22513(A)(1),VC,TOW TRK STOP ACCDNT SOLCT,M
22513(A)(2),VC,FL POSS REQ INFO TOW TRK,M
22513(A)(3),VC,FL POSS REQ INFO TW TRK L,M
22513(A)(4),VC,TOW TRK PROVE SUMMONED,M
22513(B),VC,TOW OPR FL MAINT RCRDS,M
22513(C)(2),VC,FL PRVD ESTIMATE TOW SRVC,M
22513(D)(1),VC,TOW TRK CHRG EXCESS FEE,M
22513(D)(3),VC,ILLEGAL FEE CHRG TOW SRVC,M
22513(D)(4),VC,FL PRVD REQ INFO TOW SRVC,M
22513.1(A)(1),VC,FL MAINT REQ INFO TW SRVC,M
22513.1(B),VC,TK POSS VEH TW TRK AFT HR,M
22513.1(C),VC,FL MAINT REQ INFO TW SRVC,M
22520.6(A),VC,VIOL HIGHWAY REST AREA RE,M
22658(I)(1)(B),VC,FL MAKE APRVD INSPEC 24HR,M
22658(J)(2),VC,CHARGE EXCS RATE TOW SRVC,M
22658(L)(1)(A),VC,VIOL TOW REQ RMV VEH PRVT,M
22658(M)(1),VC,FL TOW PRVD NTC VEH RMVL,M
22852.5(B),VC,OBTN POSS VEH SUBJ LN FRD,M
22852.5(C),VC,UNLAW CLAIM LIEN VEH,M
23118(F)(4),VC,RELEASE VEH AT IMPOUNDMNT,M
23152(F),VC,DUI ANY DRUG W/PR,F
24002.5(A),VC,OPR FARM VEH SAFTEY HZRD,M
24011.3(A),VC,PASS VEH NO BUMPR STRNGTH,M
24011.3(C)(1),VC,MFG FL AFFIX REQ STICKER,M
24011.3(C)(2),VC,ALTR/ETC REQ BUMPER STIKR,M
27150.1,VC,SELL/ETC UNLAW EXHAUST,M
27317(B),VC,SELL/ETC CNTRFT AIRBAG,M
27362(A),VC,SELL/ETC UNLAW RSTRNT SYS,M
28150(A),VC,VEH W/RADAR JAM EQUIP,M
28150(B),VC,VEH W/RDR JM EQUP SL/ETC,M
31303(B),VC,VIOL REQ TRANSP HZRD WAST,M
31303(C),VC,TRNSP HZRD WST FL AVD RES,M
31303(D),VC,TRNSP HZRD WST LFT UNATND,M
31303(E),VC,TRNSP HZRD WST FL SFTY PL,M
31307(A),VC,"DRIVE VIOL 31303, 31304",M
31401(E),VC,OPR FARM LBR VEH W/O CERT,M
31402(A),VC,UNSAFE OPR FARM LBR VEH,M
31403,VC,MECH CERT FRM LBR VEH REQ,M
31602(B),VC,TRANSP EXPLO UNDESIG RD,M
31602(C),VC,TRANSP EXPLO STOP UNDESIG,M
31607(A),VC,VIOL VEH INSPECTION REQ,M
31609,VC,VIOL RCRD INSPECTION REQ,M
31610(A),VC,VIOL PRPR MAINT BRK SYS,M
31610(B),VC,VIOL PRPR MAINT IGN/LT SY,M
31610(C),VC,VIOL PRPR MAINT VEH TIRE,M
31610(D),VC,VIOL PRPR MAINT FR EXTING,M
31610(E),VC,VIOL PRPR MAINT FLAME DVC,M
31611,VC,VIOL PROPER MAPS VEH REQ,M
31612,VC,VIOL CARRY/DISPL SHIP REQ,M
31613,VC,VIOL PROHIB EXPLSV CARGO,M
31614(A),VC,VIOL TRANSPORT EXPLSV REQ,M
31614(B),VC,VIOL TRANSP EXPLSV RESID,M
31614(C),VC,LOAD EXPLOSIV W/O MTR OFF,M
31614(D),VC,VIOL TRANSP EXPLSV OVRHNG,M
31614(E),VC,VIOL TRANSP EXPLSV NO TRP,M
31614(F),VC,DRV W/EXPLOSIVE NEAR FIRE,M
31614(G),VC,LOAD EXPLOSIV W/O MTR OFF,M
31614(H),VC,VIOL TRNSP EXPLSV LT MTCH,M
31614(I),VC,DRV W/EXPLOSIVE NEAR FIRE,M
32000.5(D),VC,FL CARRY FRWRK TRANSP LIC,M
32105(E),VC,TRNSP INHLTN HZRD NO RCRD,M
32103(A),VC,VIOL TRANSP INHALTN HZRDS,M
32104(A),VC,UNLAW DRV VEH TRANSP HZRD,M
32104(B),VC,DRVR TRANSP HZRD UNLW STP,M
32105(A),VC,VIOL TRANSP INHALTN HZRDS,M
32105(B),VC,TRNSP INHLTN HZRD UNATTND,M
32105(C),VC,TRNSP INHLTN HZRD INSPEC,M
32105(D),VC,TRNSP INHLTN HZRD TIR/BRK,M
32106(A),VC,VIOL TRANSP INHALTN HZRDS,M
32106(B),VC,TRNSP INHLTN HZRD STEER,M
32106(C),VC,TRNSP INHLTN HZRD TIRES,M
32106(D),VC,TRNSP INHLTN HZRD FR EXTN,M
32107,VC,TRNSP INHLTN HZRD BRTH AP,M
34064,VC,FL ALLW INSPEC CARGO TNK/,M
34501.1,VC,FL PRVD PRF WHLCHR LFT SF,M
34501(E),VC,OPR BUS W/O REQ INSPECTN,M
34501.12(B),VC,UNLAW OPR VEH W/O INSPEC,M
34501.12(D),VC,UNLAW OPR VEH MTR CARRIER,M
34501.3(A)(1),VC,UNLAW SCHED RUNS MTR CARR,M
34501.3(A)(2),VC,REQ DRVR EXCEED MAX HRS,M
34505(A),VC,TOUR BUS INSPEC REQ BRAKE,M
34505(B),VC,TOUR BUS TRANSP W/DEFECTS,M
34505(C),VC,TOUR BUS FL RCRD/INSPEC,M
34505.5(A),VC,VIOL MTR CARRIER INSPEC,M
34505.5(B),VC,MTR CRRIER TRANSP W/DEFCT,M
34505.5(C),VC,MTR CRRIER FL RCRD/INSPEC,M
34506(C),VC,VIOL SCHOOLBUS OPR REG,M
34506(D),VC,VIOL YOUTH BUS OPR REGS,M
34506(E),VC,VIOL TOUR BUS OPR REGS,M
34506(G),VC,FL COMPLY SCHL BUS REGS,M
34516(A),VC,USE WASTE TRK TRANSP FOOD,M
34520(B)(1),VC,VIOL DRIVER SAFETY REGS,M
34620(B),VC,VIOL MOTOR CARRIER PERMIT,M
34623(H),VC,OPR VEH WHILE MCP SUSP,M
34623(I)(1),VC,ALLOW OPR UNSAFE VEH,M
34623(I)(2),VC,UTILIZE SUSP VEH FL MAINT,M
34683(A),VC,VIOL PRVT CRRIER PASS REG,M
35551.5(B),VC,VIOL GROSS WEIGHT COMP,M
35551.5(C),VC,AXL GRSS WGHT EXCD DIST,M
35551.5(D),VC,VEH GRSS WGHT EXCD DIST,M
35784(B),VC,VIOL SPECIAL PRMT REQ,M
35785(B),VC,VIOL LG HAUL SPD LMT BRDG,M
35786(A),VC,OPR TRK BOOSTER W/O PRMT,M
35786(B),VC,OPR TRK BOOSTER NONCOMP,M
35789,VC,FL FURN NTC OF TRANSP HSE,M
35790(G),VC,FL CARY APPROP PRMT/ETC,M
35790(H),VC,VIOL TERMS MFG HOME PRMT,M
38301.3,VC,DRV VEH FED/ST WILDRNSS 3,M
38301.3,VC,DRV VEH FED/ST WILDERNESS,M
38301.5,VC,VIOL LOCAL ORD 38301,M
38318.5(A),VC,RMV/ALTER SFTY SIGN VEH,M
40001(C),VC,VIOL OUT-OF-SERVICE ORDER,M
40001(D),VC,EMPL ALW DRVR OPR IN VIOL,M
40005,VC,FL ACT ACCORDANCE WARR,M
40254(B),VC,ALTER/ETC NTC VIOL TOLL,M
40500(D),VC,ALTR/ETC ORIG/COPY CITATN,M
4461,VC,USE DISABL PLAC PARKING,M
5753(A),VC,DLR FAIL GIV/ETC CERT/REG,M
11713.1(A),VC,VEH DLR FALSE ADVERT,M
11713.2(A),VC,MFGR/ETC COERCE/ETC DLR,M
11713.5(A),VC,DLR FLS REP VEH MODEL YR,M
11713.9(A),VC,DLR SELL VEH NO ENGIN TAG,M
11713(A),VC,VEH DEALER FALSE STMNT,M
11819(A),VC,LEND VEH SALES LICENSE,M
15309.5(A)(1),VC,SELL/USE CRIB SHT CMV EXM,M
21651(B),VC,DRV WRONG HWY INJ/DTH,F
22406.1(A),VC,COMM VEH EXCEED MAX SPEED,M
22513(C)(1),VC,TOW OP FL MNTN REQ RECRDS,M
22520.5(A),VC,VEND ON/NEAR FREEWAY:W/PR,M
22658(N)(3),VC,VEH TOWED ACCESS TO PHONE,M
23109.1(A),VC,ILLEGAL SPEED CONTEST:INJ,M
23109.1(A),VC,ILLEGAL SPEED CONTEST:INJ,F
24008.5(A),VC,VEH EXCEED FRAME HEIGHTS,M
34620(A),VC,OPR COMERCL VEH:NO MCP,M
34620(C)(1),VC,TOW VEH W/O MCP,M
34620(C)(2),VC,RELEASE VEH TOW W/O MCP,M
38316(A),VC,RECKLESS DRIVING OHV,M
290.46(K),PC,REG SEX OFF:ENTER WEBSITE,M
00IN CUSTODY ARR,ZZ,IN CUSTODY ARREST,X
37,PC,TREASON,F
10 885,US,DESERTION,F
10 886,US,AWOL:ABSENT PLACE OF DUTY,X
8 1227,US,DEPORTABLE ALIENS,F
31 5316,US,RPT:IM/EXPORT:MONEY TRANS,F
36 261.6(H),US,FED REG:REMOVE TIMBER/ETC,M
18 1951(A),US,INTERFERE COMMERCE:THREAT,F
36 261.10(B),US,FR:LIVE/ETC FOREST:NO OK,M
37 503(A),US,AWOL:SERVICES,X
42 3631,US,INTRFR/ETC FAIR HOUSE RT,F
42 3631,US,INTRFR/ETC:FAIR HOUSE RTS,M
18 33,US,DEST MOTOR VECHICLE/ETC,F
36 2.1(A)(6),US,FR:POSS/ETC:ARCH RESOURCE,M
36 2.4(F),US,FR:POSS/ETC WPN/TRAP/ETC,M
36 2.30(A)(3),US,FR:OBT PROP/ETC BY FRAUD,M
36 2.30(A)(5),US,FR:POSS KNOW STOLEN PROP,M
36 2.31(A)(1),US,FR:TRESP:ENTER/ETC PROP,M
36 2.32(A)(2),US,FR:VIOLATE LAWFUL ORDER,M
36 2.32(A)(3)(I),US,FR:FALSE INFO/AUTH PERSON,M
36 3.6(B),US,FR:OPR VESSEL:UND INF D/A,M
36 4.23(A)(1),US,FR:OPR VEHICLE UNDER INF,M
36 4.23(A)(2),US,FR:DUI:BLOOD/ETC ALC.08,M
36 4.23(C)(2),US,FR:DUI:REFUSE TEST,M
36 5.14,US,FR:UNLAWFUL PROSPECTING,M
18 1791(A)(1),US,PROVDE CONTRBND IN PRISON,F
36 2.31(A)(3),US,FR:VANDLSM DESTROY PROP,M
36 4.12,US,FR:TRAFFIC CNTL DEVCE VIO,M
36 4.14(B),US,FR:O/CONTAINER ALC IN MV,M
36 2.14(A)(1),US,FR:IMPROP DISPOSL/REFUSE,M
36 2.14(A)(8),US,FR:IMPROP DISPL/HUMAN WST,M
36 2.61(A),US,FR:RESIDING ON FED LAND,M
36 2.4(A)(1)(I),US,FR:POSS WPN/TRAP/NET,M
36 261.4(C),US,FED REG:INCITE LAWLES ACT,M
36 261.58(G),US,FED REG:VIOL POSTED INST,M
36 2.4(A)(1)(III),US,FR:USE WPN/TRAP/NET,M
36 1.5(F),US,FED REG:VIOLATE A CLOSURE,M
36 2.31(A)(2),US,FR:TAMPER WITH PROPERTY,M
36 4.22(B)(1),US,FR:DRIVE WITHOUT DUE CARE,M
21 841,US,POS W/INT MFG/DIST:CT SUB,F
21 1702,US,OBSTRUCT OF CORRESPONDENC,F
18 752(A),US,INSTIGATE/AID ESCAPE,F
18 3583(D),US,VIOL SUPERVISED RELEASE,F
18 2261(A)(1),US,DOMESTC VIOLENCE/STALKING,F
19 1433(A)(1)(A),US,FAIL RPT ARRIVL VESSEL:FP,F
36 2.23(B),US,FR:NON PAYMENT OF FEES,M
43 8341.1(F)(3),US,FR:DR OFF RD VEH UNDR INF,M
21 331(A),US,VIO FOOD/DRUG/ETC ACT,F
18 1951(A)(1),US,RACKETEERING:DIST PROCEED,F
18 1962(A),US,RACKETEERING:INCOM DERIVE,F
36 4.10(A),US,FR:OPR VEH PROHIBITD AREA,M
18 1962(C),US,RACKETER:COLLECT UNL DEBT,F
18 1962(D),US,RACKETEERING CONSPIRACY,F
36 2.12(A)(1),US,FR:UNREASONABLE NOISE,M
36 5.6(B),US,FR:COMMERC VEH PROHIBITED,M
18 3583(A),US,VIOL TERM OF SUPV RELEASE,F
25661,BP,POSS/USE FALSE ID OF AGE,M
310,PC,MINOR ATTEND PRIZEFIGHT,M
25658.5,BP,MINOR ATTEMPT TO BUY ALC,I
308(B),PC,MNR BUY SMOKING PARAPHERN,I
777(A)(2),WI,FL OBEY ORD JUV CRT:602WI,M
308(A)(2)(B),PC,MNR BUY SMOKING PARAPHNAL,I
189,PC,MURDER,F
189,PC,MURDER:FIRST DEGREE,F
189,PC,MURDER:SECOND DEGREE,F
190,PC,MURDER,F
193,PC,MANSLAUGHTER,F
399,PC,OWNERS ANIMAL CAUSE DEATH,F
151(A),PC,ADVOCATE KILL/INJURE PO,F
151(A),PC,ADVOCATE KILL/INJURE PO,M
151(A)(1),PC,ADVOCATE INJ PO W/O INJ,M
151(A)(2),PC,ADVOCAT KILL/INJ PO W/INJ,F
193(A),PC,VOLUNTARY MANSLAUGHTER,F
193(B),PC,INVOLUNTARY MANSLAUGHTER,F
191.5,PC,GR VEH MANSL WHILE INTOX,F
192(C)(3),PC,DUI VEH MANS W/O GR NEG,F
192.5,PC,VEH MANSL/VES W/O GR NEG,M
192.5,PC,VEH MANSL/VESSEL W/GR NEG,F
151,PC,ADVOCATE KILL/INJURE PO,M
151,PC,ADVOCATE KILL/INJURE PO,F
187(A),PC,MURDER:SEC DEG ON PO,F
187(A),PC,MRDR:1ST DEG:SHOOT F/VEH,F
192.5(C),PC,V/MNSL:VES:ALC/DRG:NO NEG,F
191.5(B),PC,GROS VEH MNSL W/VES:INTOX,F
18 1111,US,MURDER 1ST DEGREE,F
18 1111,US,MURDER 2ND DEGREE,F
399(B),PC,OWNER/ETC:ANML CAUSE DTH,F
399(B),PC,OWNER/ETC:ANML CAUSE DTH,M
4503,PC,CONFINED PRSN HOLD HOSTGE,F
207(C),PC,KIDNAP:FORC/ETC:TAKE O/ST,F
208(B),PC,KIDNAP CHILD UNDER 14 YRS,F
18 1203(A),US,HOSTAGE TAKING,F
220,PC,ASSAULT:COMMIT RAPE,F
220,PC,ASSAULT TO COMMIT SODOMY,F
264.1,PC,RAPE/ETC:CNCRT FORCE/VIOL,F
266B,PC,TAKE PRSN FOR ILLICIT REL,F
286.5,PC,SEXUAL ASSAULT ON ANIMAL,M
220,PC,ASLT:MAYHEM/RAPE/ETC,F
243.4(A),PC,SEXUAL BATTERY,F
243.4(D),PC,SEXUAL BATT:SEX AROUSAL,M
261(A)(3),PC,RAPE OF DRUGGED VICTIM,F
261(A)(5),PC,RAPE:VICT THINKS SPOUSE,F
261(A)(7),PC,RAPE:THREAT:AUTH:ARST/ETC,F
262(A)(1),PC,RAPE SPOUSE BY FORCE/ETC,F
220,PC,ASLT:PENETRATE W/OBJECT,F
220,PC,ASSLT TO COMMIT ORAL COP,F
220,PC,ASLT:COMIT LEWD/LASC:CHLD,F
269(A)(1),PC,AGG SEX ASLT:MNR:FRCE/ETC,F
262(A)(2),PC,RAPE SPOUSE UND C/SUB/ETC,F
220,PC,ASLT:RAPE:CONCERT W/OTHER,F
262(A)(3),PC,RAPE:SPOUSE UNCON OF ACT,F
262(A)(4),PC,RAPE SPOUS:THRET RETALIAT,F
262(A)(5),PC,RAPE SPOUS:THRET:ARST/ETC,F
243.4(A),PC,SEXUAL BATTERY,M
269(A)(4),PC,AGG SEX ASLT:MNR:ORAL/ETC,F
289(A)(1),PC,SEX PENETRATION:FORCE/ETC,F
289(A)(2),PC,SEX PEN:THRET RETALIATION,F
269(A)(3),PC,AGG SEX ASLT:MNR:SDMY/ETC,F
269,PC,AGG SEXUAL ASLT OF CHILD,F
269(A)(2),PC,AGG SEX ASLT:MNR:264.1PC,F
243.4(D),PC,SEXUAL BATT:SEX AROUSAL,F
261(A)(4)(A),PC,RAPE:VICT UNCONSCIOUS,F
261(A)(4)(B),PC,RAPE:VICTIM NOT AWARE,F
261(A)(4)(C),PC,RAPE:VICTIM OF PERP FRAUD,F
261(A)(4)(D),PC,RAPE:VIC UNAWR:FRAUD MISR,F
220(A),PC,ASLT:W/INTENT TO RAPE,F
243.4,PC,SEXUAL BATTERY,M
220,PC,ASLT W/INT COMT RAPE/ETC,F
220(A)(1),PC,ASSAULT:W/INTENT TO RAPE,F
264.1(A),PC,RAPE/ETC:CNCRT FORCE/VIOL,F
264.1(B)(1),PC,RAPE:CNCRT/FORCE:CHILD-14,F
264.1(B)(2),PC,RAPE:CNCRT/FORCE:MNR 14+,F
289(A)(1)(B),PC,SEX PENTRATION FORCE/ETC,F
289(A)(1)(C),PC,SEX PENTRATION FORCE/ETC,F
261(A)(5),PC,RAPE:VICT KNOWS PERSON,F
264(C)(1),PC,RAPE:UPON CHILD-14 YRS,F
264(C)(2),PC,RAPE:MINOR 14+ YEARS,F
220(A)(2),PC,ASSAULT:-18 W/INT TO RAPE,F
262(A)(2),PC,RAPE SPOUSE USE OF DRUGS,F
262(A)(5),PC,RAPE SPOUSE THRT:ARR/DPRT,F
212.5(A),PC,ROB:1ST DEG:CAB/ETC/DWELL,F
213(A)(2),PC,ROBBERY:SECOND DEGREE,F
212.5(B),PC,ROB:FIRST DEGREE:ATM/ETC,F
212.5(C),PC,ROBBERY:SECOND DEGREE,F
219,PC,TRAIN WRECKING,F
219.1,PC,THROW OBJ:COM CARRIER VEH,F
220,PC,ASSAULT TO COMMIT MAYHEM,F
241,PC,ASLT PEACE OFCR/FIREMAN,F
244,PC,ASLT W/CAUSTIC CHEM/ETC,F
4500,PC,ASSAULT BY LIFE PRISONER,F
4501,PC,ADW BY PRISONER,F
4501.5,PC,BATTERY BY PRISONER,F
4131.5,PC,BATTERY NONINMATE BY INMT,F
243,PC,BATTERY,F
241(B),PC,ASLT PO/EMERG PRSNL/ETC,M
240,PC,ASLT PO/EMERG PRSNL/ETC,M
245(A)(1),PC,FORCE/ADW NOT FIREARM:GBI,F
244.5,PC,ASLT WITH STUN GUN/TASER,M
244.5,PC,ASLT WITH STUN GUN/TASER,F
244.5(B),PC,ASSAULT W/STUN GUN/TASER,F
245(D)(1),PC,ASLT PO W/FIREARM,F
243.6,PC,BATT ON SCHOOL EMPLOYEE,M
244.5(C),PC,ASLT PO W/STUN GUN/TASER,F
243.2(A),PC,BAT ON PRSN:SCH/PARK/ETC,M
241.2(A),PC,ASLT PRSN SCH/PARK PROP,M
245(D)(2),PC,ASLT:SEMIAUTO F/ARM:PO/FF,F
245(A)(1),PC,FORCE/ADW-NOT FIREARM:GBI,M
243(C)(1),PC,BAT EMERGENCY PERSON/ETC,F
18 111(A),US,ASLT/ETC SPEC OFFICER/ETC,F
243(C)(1),PC,BATT EMERGENCY PERSON/ETC,M
18 113(A)(4),US,ASSAULT BY STRIKING/ECT,F
243.5(A)(2),PC,ASLT:PO ARST W/RESN CAUSE,M
18 113(A)(6),US,ASSAULT RESULTING IN SBI,F
243.83(A),PC,UNLAW COND AT PRO SPORTS,I
422,PC,THRTN CRIME:INT:TERRORIZE,F
11411(A),PC,TERIZ:PLACE SYM:PRIV PROP,M
11411(B),PC,TERIZ:PLACE SYM:PROP W/PR,F
76,PC,THRETEN/ETC OFCL/JUDG/ETC,F
76(A),PC,THREATN/ETC ELEC OFCL/ETC,F
422,PC,THREAT CRIME:INT:TERORIZE,M
11411(C),PC,TERROR:BURN/ETC CROSS/ETC,F
11411(C),PC,TEROR:BURN/ETC CROSS/ETC,M
11418.1,PC,MAIL FALSE WPN MASS DEST,M
11418.1,PC,MAIL/ETC:FLSE WPN MAS DES,F
11418(B)(2),PC,USE WPN MASS DEST:W/GBI,F
11418(D)(1),PC,CREATE NEW/ETC:WPN MS DST,F
11418(D)(2),PC,NEW WMD:DAMAGE WATER/ETC,F
11411(A),PC,TERRORIZE:HANG NOOSE,M
11411(B),PC,TERIZ:PLACE SYM:PRIV PROP,M
11411(C),PC,TERIZ:PLACE SYM:PROP W/PR,F
11411(D),PC,TERROR:BURN/ETC CROSS/ETC,F
11411(D),PC,TERROR:BURN/ETC CROSS/ETC,M
76(A),PC,THREATN/ETC ELEC OFCL/ETC,M
